  -3.1000000e+00  -3.1000000e+00   9.9485255e+00   7.2425888e-01
  -3.1000000e+00  -2.7900000e+00   9.9486453e+00   7.2700590e-01
  -3.1000000e+00  -2.4800000e+00   9.9491011e+00   7.3000024e-01
  -3.1000000e+00  -2.1700000e+00   9.9499873e+00   7.3321066e-01
  -3.1000000e+00  -1.8600000e+00   9.9514061e+00   7.3657364e-01
  -3.1000000e+00  -1.5500000e+00   9.9534560e+00   7.3998402e-01
  -3.1000000e+00  -1.2400000e+00   9.9562146e+00   7.4328924e-01
  -3.1000000e+00  -9.3000000e-01   9.9597137e+00   7.4629200e-01
  -3.1000000e+00  -6.2000000e-01   9.9639144e+00   7.4876694e-01
  -3.1000000e+00  -3.1000000e-01   9.9686892e+00   7.5049302e-01
  -3.1000000e+00   0.0000000e+00   9.9738232e+00   7.5129694e-01
  -3.1000000e+00   3.1000000e-01   9.9790400e+00   7.5109397e-01
  -3.1000000e+00   6.2000000e-01   9.9840494e+00   7.4990967e-01
  -3.1000000e+00   9.3000000e-01   9.9885990e+00   7.4787277e-01
  -3.1000000e+00   1.2400000e+00   9.9925124e+00   7.4518246e-01
  -3.1000000e+00   1.5500000e+00   9.9957037e+00   7.4206476e-01
  -3.1000000e+00   1.8600000e+00   9.9981681e+00   7.3873341e-01
  -3.1000000e+00   2.1700000e+00   9.9999597e+00   7.3536517e-01
  -3.1000000e+00   2.4800000e+00   1.0001166e+01   7.3209020e-01
  -3.1000000e+00   2.7900000e+00   1.0001888e+01   7.2899387e-01
  -3.1000000e+00   3.1000000e+00   1.0002223e+01   7.2612451e-01
  -2.7750000e+00   3.1000000e+00   1.0005267e+01   7.2615091e-01
  -2.4500000e+00   3.1000000e+00   1.0008637e+01   7.2579615e-01
  -2.1250000e+00   3.1000000e+00   1.0012302e+01   7.2493355e-01
  -1.8000000e+00   3.1000000e+00   1.0016187e+01   7.2342136e-01
  -1.4750000e+00   3.1000000e+00   1.0020156e+01   7.2111856e-01
  -1.1500000e+00   3.1000000e+00   1.0024000e+01   7.1791302e-01
  -8.2500000e-01   3.1000000e+00   1.0027443e+01   7.1376119e-01
  -5.0000000e-01   3.1000000e+00   1.0030166e+01   7.0873037e-01
  -1.7500000e-01   3.1000000e+00   1.0031870e+01   7.0302520e-01
   1.5000000e-01   3.1000000e+00   1.0032343e+01   6.9697733e-01
   4.7500000e-01   3.1000000e+00   1.0031526e+01   6.9098972e-01
   8.0000000e-01   3.1000000e+00   1.0029529e+01   6.8545171e-01
   1.1250000e+00   3.1000000e+00   1.0026596e+01   6.8065989e-01
   1.4500000e+00   3.1000000e+00   1.0023041e+01   6.7677604e-01
   1.7750000e+00   3.1000000e+00   1.0019170e+01   6.7383006e-01
   2.1000000e+00   3.1000000e+00   1.0015242e+01   6.7175369e-01
   2.4250000e+00   3.1000000e+00   1.0011442e+01   6.7042335e-01
   2.7500000e+00   3.1000000e+00   1.0007885e+01   6.6969667e-01
   3.0750000e+00   3.1000000e+00   1.0004630e+01   6.6943653e-01
   3.4000000e+00   3.1000000e+00   1.0001699e+01   6.6952338e-01
   3.4000000e+00   2.7900000e+00   1.0001326e+01   6.6677169e-01
   3.4000000e+00   2.4800000e+00   1.0000581e+01   6.6381998e-01
   3.4000000e+00   2.1700000e+00   9.9993768e+00   6.6071740e-01
   3.4000000e+00   1.8600000e+00   9.9976270e+00   6.5754634e-01
   3.4000000e+00   1.5500000e+00   9.9952576e+00   6.5442806e-01
   3.4000000e+00   1.2400000e+00   9.9922273e+00   6.5152276e-01
   3.4000000e+00   9.3000000e-01   9.9885472e+00   6.4901993e-01
   3.4000000e+00   6.2000000e-01   9.9842988e+00   6.4711633e-01
   3.4000000e+00   3.1000000e-01   9.9796396e+00   6.4598328e-01
   3.4000000e+00   0.0000000e+00   9.9747898e+00   6.4573115e-01
   3.4000000e+00  -3.1000000e-01   9.9700012e+00   6.4638349e-01
   3.4000000e+00  -6.2000000e-01   9.9655142e+00   6.4787140e-01
   3.4000000e+00  -9.3000000e-01   9.9615201e+00   6.5005058e-01
   3.4000000e+00  -1.2400000e+00   9.9581383e+00   6.5273371e-01
   3.4000000e+00  -1.5500000e+00   9.9554140e+00   6.5572565e-01
   3.4000000e+00  -1.8600000e+00   9.9533303e+00   6.5885091e-01
   3.4000000e+00  -2.1700000e+00   9.9518286e+00   6.6196915e-01
   3.4000000e+00  -2.4800000e+00   9.9508280e+00   6.6497931e-01
   3.4000000e+00  -2.7900000e+00   9.9502415e+00   6.6781638e-01
   3.4000000e+00  -3.1000000e+00   9.9499855e+00   6.7044444e-01
   3.0750000e+00  -3.1000000e+00   9.9472056e+00   6.7045978e-01
   2.7500000e+00  -3.1000000e+00   9.9441490e+00   6.7081122e-01
   2.4250000e+00  -3.1000000e+00   9.9408426e+00   6.7160273e-01
   2.1000000e+00  -3.1000000e+00   9.9373483e+00   6.7294949e-01
   1.7750000e+00  -3.1000000e+00   9.9337751e+00   6.7496619e-01
   1.4500000e+00  -3.1000000e+00   9.9302877e+00   6.7774668e-01
   1.1250000e+00  -3.1000000e+00   9.9271045e+00   6.8133548e-01
   8.0000000e-01  -3.1000000e+00   9.9244798e+00   6.8569633e-01
   4.7500000e-01  -3.1000000e+00   9.9226661e+00   6.9068945e-01
   1.5000000e-01  -3.1000000e+00   9.9218609e+00   6.9607158e-01
  -1.7500000e-01  -3.1000000e+00   9.9221572e+00   7.0152770e-01
  -5.0000000e-01  -3.1000000e+00   9.9235176e+00   7.0672870e-01
  -8.2500000e-01  -3.1000000e+00   9.9257849e+00   7.1139454e-01
  -1.1500000e+00  -3.1000000e+00   9.9287239e+00   7.1533896e-01
  -1.4750000e+00  -3.1000000e+00   9.9320759e+00   7.1848282e-01
  -1.8000000e+00  -3.1000000e+00   9.9356041e+00   7.2083936e-01
  -2.1250000e+00  -3.1000000e+00   9.9391204e+00   7.2248467e-01
  -2.4500000e+00  -3.1000000e+00   9.9424931e+00   7.2352684e-01
  -2.7750000e+00  -3.1000000e+00   9.9456416e+00   7.2408195e-01
