  -3.1000000e+00  -3.1000000e+00   9.9485255e+00   7.2425888e-01
  -3.1000000e+00  -3.0380000e+00   9.9485267e+00   7.2478784e-01
  -3.1000000e+00  -2.9760000e+00   9.9485387e+00   7.2532706e-01
  -3.1000000e+00  -2.9140000e+00   9.9485620e+00   7.2587652e-01
  -3.1000000e+00  -2.8520000e+00   9.9485973e+00   7.2643617e-01
  -3.1000000e+00  -2.7900000e+00   9.9486453e+00   7.2700590e-01
  -3.1000000e+00  -2.7280000e+00   9.9487068e+00   7.2758559e-01
  -3.1000000e+00  -2.6660000e+00   9.9487823e+00   7.2817510e-01
  -3.1000000e+00  -2.6040000e+00   9.9488727e+00   7.2877421e-01
  -3.1000000e+00  -2.5420000e+00   9.9489787e+00   7.2938268e-01
  -3.1000000e+00  -2.4800000e+00   9.9491011e+00   7.3000024e-01
  -3.1000000e+00  -2.4180000e+00   9.9492407e+00   7.3062654e-01
  -3.1000000e+00  -2.3560000e+00   9.9493983e+00   7.3126121e-01
  -3.1000000e+00  -2.2940000e+00   9.9495747e+00   7.3190379e-01
  -3.1000000e+00  -2.2320000e+00   9.9497708e+00   7.3255380e-01
  -3.1000000e+00  -2.1700000e+00   9.9499873e+00   7.3321066e-01
  -3.1000000e+00  -2.1080000e+00   9.9502252e+00   7.3387377e-01
  -3.1000000e+00  -2.0460000e+00   9.9504852e+00   7.3454241e-01
  -3.1000000e+00  -1.9840000e+00   9.9507681e+00   7.3521584e-01
  -3.1000000e+00  -1.9220000e+00   9.9510748e+00   7.3589322e-01
  -3.1000000e+00  -1.8600000e+00   9.9514061e+00   7.3657364e-01
  -3.1000000e+00  -1.7980000e+00   9.9517627e+00   7.3725611e-01
  -3.1000000e+00  -1.7360000e+00   9.9521453e+00   7.3793956e-01
  -3.1000000e+00  -1.6740000e+00   9.9525546e+00   7.3862286e-01
  -3.1000000e+00  -1.6120000e+00   9.9529913e+00   7.3930478e-01
  -3.1000000e+00  -1.5500000e+00   9.9534560e+00   7.3998402e-01
