 9.73832022e-01 1.64374070e-01
 9.21567790e-01 6.44951009e-02
 8.69518536e-01 8.48619140e-03
 8.17826922e-01 -3.30979704e-02
 7.66634632e-01 -6.77072690e-02
 7.16081980e-01 -9.84997237e-02
 6.66307528e-01 -1.27111312e-01
 6.17447704e-01 -1.54461765e-01
 5.69636429e-01 -1.81065443e-01
 5.23004750e-01 -2.07175651e-01
 4.77680482e-01 -2.32861630e-01
 4.33787856e-01 -2.58054729e-01
 3.91447178e-01 -2.82579103e-01
 3.50774501e-01 -3.06173907e-01
 3.11881306e-01 -3.28509948e-01
 2.74874197e-01 -3.49201340e-01
 2.39854607e-01 -3.67810673e-01
 2.06918522e-01 -3.83843810e-01
 1.76156219e-01 -3.96726870e-01
 1.47652014e-01 -4.05751768e-01
 1.21484036e-01 -4.09965038e-01
 9.77240091e-02 -4.07951109e-01
 7.64370579e-02 -3.97411552e-01
 5.76815286e-02 -3.74334254e-01
 4.15088287e-02 -3.31314734e-01
 2.79632865e-02 -2.54146028e-01
 1.70820293e-02 -1.15419459e-01
 8.89488202e-03 1.32370940e-01
 3.42428494e-03 5.29377982e-01
 6.85232623e-04 9.31896863e-01
 6.85232623e-04 9.31896863e-01
 3.42428494e-03 5.29377982e-01
 8.89488202e-03 1.32370940e-01
 1.70820293e-02 -1.15419459e-01
 2.79632865e-02 -2.54146028e-01
 4.15088287e-02 -3.31314734e-01
 5.76815286e-02 -3.74334254e-01
 7.64370579e-02 -3.97411552e-01
 9.77240091e-02 -4.07951109e-01
 1.21484036e-01 -4.09965038e-01
 1.47652014e-01 -4.05751768e-01
 1.76156219e-01 -3.96726870e-01
 2.06918522e-01 -3.83843810e-01
 2.39854607e-01 -3.67810673e-01
 2.74874197e-01 -3.49201340e-01
 3.11881306e-01 -3.28509948e-01
 3.50774501e-01 -3.06173907e-01
 3.91447178e-01 -2.82579103e-01
 4.33787856e-01 -2.58054729e-01
 4.77680482e-01 -2.32861630e-01
 5.23004750e-01 -2.07175651e-01
 5.69636429e-01 -1.81065443e-01
 6.17447704e-01 -1.54461765e-01
 6.66307528e-01 -1.27111312e-01
 7.16081980e-01 -9.84997237e-02
 7.66634632e-01 -6.77072690e-02
 8.17826922e-01 -3.30979704e-02
 8.69518536e-01 8.48619140e-03
 9.21567790e-01 6.44951009e-02
 9.73832022e-01 1.64374070e-01
