"nut","k","gammaInt","p","omega","ReThetat","wallShearStress:0","wallShearStress:1","wallShearStress:2","U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
0,0,0.020369,-0.18385,1.0645e+08,432.25,-0.0013847,-0.00021687,-2.3269e-21,0,0,0,1.142,0.10648,0.047609,0.5
0,0,0.020437,-0.18386,1.0662e+08,425.51,-0.001311,-0.00018854,4.155e-21,0,0,0,1.1505,0.11488,0.04887,0.5
0,0,0.020519,-0.18345,1.0679e+08,418.74,-0.0012406,-0.00016309,6.1152e-21,0,0,0,1.1595,0.12379,0.050093,0.5
0,0,0.020613,-0.18264,1.0694e+08,411.94,-0.0011731,-0.00014023,-1.7357e-21,0,0,0,1.169,0.13321,0.051272,0.5
0,0,0.02072,-0.18144,1.0708e+08,405.1,-0.0011085,-0.00011973,-5.4368e-21,0,0,0,1.179,0.14315,0.0524,0.5
0,0,0.020841,-0.17986,1.0721e+08,398.21,-0.0010466,-0.00010137,-1.7409e-21,0,0,0,1.1896,0.15364,0.053471,0.5
0,0,0.020977,-0.17792,1.0733e+08,391.25,-0.00098712,-8.4969e-05,-3.0846e-21,0,0,0,1.2006,0.16468,0.054478,0.5
0,0,0.021127,-0.17561,1.0744e+08,384.2,-0.00092999,-7.0351e-05,-3.0847e-21,0,0,0,1.2123,0.17628,0.055412,0.5
0,0,0.021292,-0.17296,1.0754e+08,377.04,-0.00087505,-5.7362e-05,6.8716e-28,0,0,0,1.2245,0.18845,0.056267,0.5
0,0,0.021473,-0.16997,1.0764e+08,369.75,-0.00082221,-4.5868e-05,-1.2815e-21,0,0,0,1.2373,0.2012,0.057035,0.5
0,0,0.021669,-0.16666,1.0772e+08,362.33,-0.00077135,-3.5749e-05,-1.2815e-21,0,0,0,1.2506,0.21451,0.057711,0.5
0,0,0.021883,-0.16303,1.078e+08,354.78,-0.00072238,-2.6891e-05,5.6526e-22,0,0,0,1.2645,0.2284,0.058286,0.5
0,0,0.022113,-0.15912,1.0787e+08,347.13,-0.00067521,-1.9191e-05,3.4584e-23,0,0,0,1.2789,0.24285,0.058755,0.5
0,0,0.022359,-0.15492,1.0794e+08,339.41,-0.00062979,-1.2555e-05,-3.2613e-23,0,0,0,1.294,0.25786,0.059112,0.5
0,0,0.02262,-0.15047,1.08e+08,331.68,-0.00058602,-6.893e-06,9.6542e-22,0,0,0,1.3095,0.27341,0.059353,0.5
0,0,0.022895,-0.14577,1.0805e+08,323.98,-0.00054388,-2.1225e-06,4.605e-22,0,0,0,1.3256,0.28948,0.059472,0.5
0,0,0.023192,-0.14086,1.081e+08,316.37,-0.0005033,1.8299e-06,-6.8502e-24,0,0,0,1.3422,0.30606,0.059468,0.5
0,0,0.023511,-0.13576,1.0815e+08,308.88,-0.00046424,5.0406e-06,1.7689e-28,0,0,0,1.3592,0.32312,0.059338,0.5
0,0,0.023851,-0.13049,1.0818e+08,301.57,-0.00042665,7.5795e-06,1.8217e-28,0,0,0,1.3767,0.34063,0.059081,0.5
0,0,0.024211,-0.12508,1.0822e+08,294.47,-0.0003905,9.5119e-06,-6.7749e-22,0,0,0,1.3947,0.35855,0.058696,0.5
0,0,0.024597,-0.11956,1.0825e+08,287.6,-0.00035575,1.0901e-05,-4.2654e-23,0,0,0,1.413,0.37685,0.058186,0.5
0,0,0.025009,-0.11395,1.0827e+08,280.98,-0.0003224,1.1805e-05,6.3485e-22,0,0,0,1.4316,0.39548,0.057553,0.5
0,0,0.025447,-0.10829,1.0829e+08,274.65,-0.00029043,1.228e-05,1.1141e-21,0,0,0,1.4505,0.41441,0.056799,0.5
0,0,0.025909,-0.10262,1.0831e+08,268.61,-0.0002599,1.2385e-05,1.1141e-21,0,0,0,1.4697,0.43358,0.055931,0.5
0,0,0.02639,-0.096949,1.0832e+08,262.9,-0.00023086,1.2178e-05,9.7683e-22,0,0,0,1.4891,0.45294,0.054953,0.5
0,0,0.026882,-0.09133,1.0833e+08,257.52,-0.00020346,1.1711e-05,1.8914e-21,0,0,0,1.5087,0.47244,0.053871,0.5
0,0,0.027366,-0.085791,1.0834e+08,252.5,-0.00017789,1.1046e-05,9.1452e-22,0,0,0,1.5283,0.49203,0.052694,0.5
0,0,0.027832,-0.080366,1.0834e+08,247.86,-0.00015443,1.0254e-05,6.59e-30,0,0,0,1.5479,0.51165,0.051429,0.5
0,0,0.028296,-0.075084,1.0833e+08,243.62,-0.00013347,9.4063e-06,5.3985e-30,0,0,0,1.5676,0.53125,0.050085,0.5
0,0,0.028758,-0.069967,1.0833e+08,239.79,-0.00011536,8.573e-06,7.0316e-22,0,0,0,1.5872,0.55077,0.04867,0.5
0,0,0.029187,-0.065016,1.0831e+08,236.5,-0.00010007,7.8022e-06,7.0316e-22,0,0,0,1.6066,0.57016,0.047193,0.5
0,0,0.029545,-0.060181,1.083e+08,233.96,-8.7833e-05,7.1566e-06,-3.7092e-39,0,0,0,1.6259,0.58936,0.045665,0.5
0,0,0.029774,-0.05531,1.0828e+08,232.5,-8.0548e-05,6.8302e-06,-8.0836e-30,0,0,0,1.6449,0.60833,0.044093,0.5
0,0,0.029876,-0.050215,1.0826e+08,232.67,-7.8517e-05,6.9091e-06,5.2341e-22,0,0,0,1.6637,0.62702,0.042488,0.5
0,0,0.029788,-0.044675,1.0823e+08,236.74,-8.4845e-05,7.7281e-06,5.234e-22,0,0,0,1.6821,0.64538,0.040857,0.5
0,0,0.034676,-0.037942,1.082e+08,254.67,-0.00014385,1.3528e-05,3.9171e-22,0,0,0,1.7002,0.66338,0.039209,0.5
0,0,0.042362,-0.029025,1.0816e+08,280.69,-0.00039012,3.762e-05,1.1002e-22,0,0,0,1.7178,0.68096,0.037553,0.5
0,0,0.044263,-0.019228,1.0812e+08,298.35,-0.00078148,7.6875e-05,-1.0586e-22,0,0,0,1.735,0.69811,0.035895,0.5
0,0,0.042626,-0.011365,1.0807e+08,307.25,-0.0011205,0.00011255,7.3547e-23,0,0,0,1.7518,0.71478,0.034243,0.5
0,0,0.041039,-0.0056867,1.0802e+08,311.11,-0.0013487,0.00013832,-1.0227e-22,0,0,0,1.7681,0.73096,0.032604,0.5
0,0,0.039917,-0.00076003,1.0796e+08,312.24,-0.0014868,0.00015557,-1.8988e-30,0,0,0,1.7838,0.74662,0.030984,0.5
0,0,0.039298,0.0040799,1.079e+08,311.85,-0.001567,0.00016713,1.7293e-31,0,0,0,1.799,0.76174,0.029387,0.5
0,0,0.038987,0.0089549,1.0783e+08,310.63,-0.0016114,0.000175,1.6407e-22,0,0,0,1.8137,0.77631,0.02782,0.5
0,0,0.039384,0.013867,1.0775e+08,308.96,-0.0016328,0.0001804,-8.0762e-23,0,0,0,1.8278,0.79033,0.026285,0.5
0,0,0.039851,0.018823,1.0767e+08,307.11,-0.0016381,0.00018396,-2.4483e-22,0,0,0,1.8413,0.80379,0.024787,0.5
0,0,0.039783,0.02383,1.0757e+08,305.21,-0.001631,0.00018601,7.3127e-30,0,0,0,1.8543,0.81667,0.02333,0.5
0,0,0.039697,0.028884,1.0748e+08,303.32,-0.0016148,0.00018689,5.4886e-30,0,0,0,1.8667,0.829,0.021915,0.5
0,0,0.03965,0.033981,1.0737e+08,301.34,-0.0015919,0.00018682,-3.2874e-22,0,0,0,1.8785,0.84076,0.020546,0.5
0,0,0.039634,0.039122,1.0725e+08,299.21,-0.0015639,0.00018598,-3.2873e-22,0,0,0,1.8898,0.85196,0.019223,0.5
0,0,0.039646,0.044306,1.0712e+08,296.99,-0.0015318,0.00018447,1.8276e-27,0,0,0,1.9005,0.86263,0.017948,0.5
0,0,0.039683,0.049533,1.0699e+08,294.73,-0.0014962,0.00018236,1.0891e-38,0,0,0,1.9107,0.87275,0.016723,0.5
0,0,0.039745,0.054801,1.0684e+08,292.49,-0.0014578,0.00017972,6.3668e-22,0,0,0,1.9204,0.88236,0.015547,0.5
0,0,0.039835,0.060108,1.0668e+08,290.3,-0.0014168,0.00017657,-9.8863e-23,0,0,0,1.9296,0.89146,0.014421,0.5
0,0,0.039954,0.065453,1.0651e+08,288.2,-0.0013736,0.00017295,-7.3553e-22,0,0,0,1.9383,0.90006,0.013344,0.5
0,0,0.040103,0.070832,1.0632e+08,286.2,-0.0013283,0.00016889,1.5608e-27,0,0,0,1.9465,0.9082,0.012317,0.5
0,0,0.040297,0.07624,1.0612e+08,284.31,-0.001281,0.0001644,-2.0431e-27,0,0,0,1.9542,0.91587,0.011339,0.5
0,0,0.040552,0.081673,1.059e+08,282.54,-0.0012318,0.0001595,-8.8902e-30,0,0,0,1.9615,0.9231,0.010409,0.5
0,0,0.041188,0.087121,1.0567e+08,280.86,-0.0011807,0.00015418,7.0765e-22,0,0,0,1.9684,0.92992,0.0095251,0.5
0,0,0.042865,0.092574,1.0542e+08,279.28,-0.0011269,0.00014833,7.0764e-22,0,0,0,1.9748,0.93633,0.0086874,0.5
0,0,0.044334,0.098022,1.0515e+08,277.84,-0.0010709,0.00014203,3.1953e-30,0,0,0,1.9809,0.94235,0.0078941,0.5
0,0,0.044829,0.10346,1.0486e+08,276.52,-0.001014,0.00013547,-5.0529e-22,0,0,0,1.9866,0.94801,0.0071439,0.5
0,0,0.045274,0.10886,1.0455e+08,275.31,-0.0009562,0.00012864,-5.0529e-22,0,0,0,1.992,0.95331,0.0064353,0.5
0,0,0.045779,0.11421,1.0422e+08,274.19,-0.00089727,0.00012151,-6.337e-22,0,0,0,1.997,0.95829,0.0057668,0.5
0,0,0.04637,0.11949,1.0386e+08,273.14,-0.00083732,0.00011411,-1.3412e-21,0,0,0,2.0017,0.96295,0.0051367,0.5
0,0,0.047074,0.12469,1.0348e+08,272.15,-0.00077651,0.00010647,8.0876e-23,0,0,0,2.0061,0.96732,0.0045435,0.5
0,0,0.04792,0.12978,1.0307e+08,270.99,-0.00071493,9.8604e-05,-8.8446e-23,0,0,0,2.0102,0.9714,0.0039855,0.5
0,0,0.050595,0.13473,1.0263e+08,269.71,-0.00065094,9.0293e-05,-8.7682e-22,0,0,0,2.0141,0.97522,0.0034612,0.5
0,0,0.053791,0.13954,1.0216e+08,268.53,-0.00058559,8.1685e-05,1.307e-28,0,0,0,2.0177,0.9788,0.0029689,0.5
0,0,0.055547,0.14418,1.0165e+08,267.49,-0.00052175,7.3187e-05,-9.3756e-30,0,0,0,2.021,0.98213,0.002507,0.5
0,0,0.057217,0.14864,1.0111e+08,266.59,-0.00045943,6.481e-05,-6.587e-22,0,0,0,2.0242,0.98525,0.0020739,0.5
0,0,0.059167,0.15291,1.0053e+08,265.73,-0.00039848,5.6536e-05,-6.5869e-22,0,0,0,2.0271,0.98815,0.0016682,0.5
0,0,0.061651,0.15695,9.9912e+07,264.87,-0.00033797,4.8249e-05,-3.9953e-22,0,0,0,2.0299,0.99087,0.0012884,0.5
0,0,0.064588,0.16078,9.9252e+07,263.9,-0.00028146,4.0442e-05,-3.9953e-22,0,0,0,2.0324,0.9934,0.00093304,0.5
0,0,0.070922,0.16429,9.8549e+07,262.55,-0.00022274,3.2254e-05,-1.9692e-27,0,0,0,2.0348,0.99575,0.00060072,0.5
0,0,0.085875,0.16758,9.7909e+07,267.19,-0.00014687,2.2979e-05,-5.2739e-22,0,0,0,2.037,0.99795,0.00029013,0.5
0,0,0.10275,0.16866,9.7632e+07,275.56,-4.7293e-05,7.2969e-06,-3.58e-24,0,0,0,2.0391,1,0,0.5
