 9.73222979e-01 -1.25268666e-03 -5.22751254e-04 1.77991288e-02 3.09927370e-03 5.74300000e+00
 9.20750135e-01 -1.41403226e-03 -6.55642140e-04 1.49590642e-02 2.60474738e-03 5.74300000e+00
 8.68507396e-01 -1.51601845e-03 -7.38967642e-04 1.36082588e-02 2.36953837e-03 5.74300000e+00
 8.16636761e-01 -1.60454358e-03 -8.09317874e-04 1.26395668e-02 2.20086485e-03 5.74300000e+00
 7.65279571e-01 -1.69029242e-03 -8.75719007e-04 8.53576944e-03 2.06141480e-03 4.14073356e+00
 7.14576110e-01 4.69006069e-04 2.48551025e-04 6.48041666e-03 1.93760799e-03 3.34454477e+00
 6.64665206e-01 1.01271774e-03 5.47573360e-04 5.63155511e-03 1.82314220e-03 3.08892807e+00
 6.15683809e-01 1.34835993e-03 7.42539605e-04 5.07597130e-03 1.71475960e-03 2.96016496e+00
 5.67766565e-01 1.62744924e-03 9.11611221e-04 4.63825208e-03 1.61071499e-03 2.87962309e+00
 5.21045386e-01 1.89224688e-03 1.07689798e-03 4.26145045e-03 1.51008887e-03 2.82198652e+00
 4.75649026e-01 2.16246166e-03 1.24896632e-03 3.92222640e-03 1.41243043e-03 2.77693422e+00
 4.31702653e-01 2.45015137e-03 1.43437984e-03 3.60968196e-03 1.31755176e-03 2.73968892e+00
 3.89327440e-01 2.76436332e-03 1.63798951e-03 3.31821093e-03 1.22540113e-03 2.70785692e+00
 3.48640172e-01 3.11326127e-03 1.86393993e-03 3.04460725e-03 1.13598256e-03 2.68015317e+00
 3.09752868e-01 3.50550405e-03 2.11628234e-03 2.78676913e-03 1.04930496e-03 2.65582384e+00
 2.72772429e-01 3.95148637e-03 2.39948701e-03 2.54309131e-03 9.65351928e-04 2.63436705e+00
 2.37800314e-01 4.46478879e-03 2.71899673e-03 2.31218154e-03 8.84066546e-04 2.61539309e+00
 2.04932244e-01 5.06410585e-03 3.08188074e-03 2.09231697e-03 8.05347935e-04 2.59802861e+00
 1.74257937e-01 5.77620167e-03 3.49772958e-03 1.88203913e-03 7.29057499e-04 2.58146872e+00
 1.45860875e-01 6.64118964e-03 3.98018568e-03 1.68040875e-03 6.55034141e-04 2.56537582e+00
 1.19818100e-01 7.72116383e-03 4.54887383e-03 1.48661870e-03 5.83119178e-04 2.54942515e+00
 9.62000433e-02 9.11615397e-03 5.23217299e-03 1.29995454e-03 5.13194128e-04 2.53306589e+00
 7.50703799e-02 1.09952711e-02 6.07074037e-03 1.11996780e-03 4.45239421e-04 2.51542822e+00
