 9.73222979e-01 4.98807844e-03 2.08154548e-03 1.23130365e-03 9.17899157e-04 1.34143674e+00
 9.20750135e-01 -4.47156262e-04 -2.07332249e-04 1.11198615e-03 8.23693446e-04 1.35000000e+00
 8.68507396e-01 -4.79407127e-04 -2.33682087e-04 4.30330929e-03 7.49313824e-04 5.74300000e+00
 8.16636761e-01 -5.07401231e-04 -2.55928783e-04 3.99698199e-03 6.95974575e-04 5.74300000e+00
 7.65279571e-01 -5.34517395e-04 -2.76926665e-04 2.69924730e-03 6.51876596e-04 4.14073356e+00
 7.14576110e-01 1.48312742e-04 7.85987355e-05 2.04928768e-03 6.12725445e-04 3.34454477e+00
 6.64665206e-01 3.20249468e-04 1.73157900e-04 1.78085409e-03 5.76528184e-04 3.08892807e+00
 6.15683809e-01 4.26388849e-04 2.34811640e-04 1.60516306e-03 5.42254599e-04 2.96016496e+00
 5.67766565e-01 5.14644638e-04 2.88276780e-04 1.46674409e-03 5.09352804e-04 2.87962309e+00
 5.21045386e-01 5.98381002e-04 3.40545043e-04 1.34758896e-03 4.77532031e-04 2.82198652e+00
 4.75649026e-01 6.83830421e-04 3.94957828e-04 1.24031689e-03 4.46649721e-04 2.77693422e+00
 4.31702653e-01 7.74805896e-04 4.53590732e-04 1.14148166e-03 4.16646449e-04 2.73968892e+00
 3.89327440e-01 8.74168437e-04 5.17977763e-04 1.04931043e-03 3.87505863e-04 2.70785692e+00
 3.48640172e-01 9.84499657e-04 5.89429561e-04 9.62789350e-04 3.59229227e-04 2.68015317e+00
 3.09752868e-01 1.10853772e-03 6.69227237e-04 8.81253778e-04 3.31819364e-04 2.65582384e+00
 2.72772429e-01 1.24956971e-03 7.58784417e-04 8.04196084e-04 3.05271084e-04 2.63436705e+00
 2.37800314e-01 1.41189018e-03 8.59822263e-04 7.31176003e-04 2.79566389e-04 2.61539309e+00
 2.04932244e-01 1.60141088e-03 9.74576261e-04 6.61648722e-04 2.54673378e-04 2.59802861e+00
 1.74257937e-01 1.82659535e-03 1.10607921e-03 5.95153030e-04 2.30548224e-04 2.58146872e+00
 1.45860875e-01 2.10012856e-03 1.25864523e-03 5.31391905e-04 2.07139983e-04 2.56537582e+00
 1.19818100e-01 2.44164639e-03 1.43848021e-03 4.70110109e-04 1.84398475e-04 2.54942515e+00
 9.62000433e-02 2.88278100e-03 1.65455838e-03 4.11081721e-04 1.62286233e-04 2.53306589e+00
 7.50703799e-02 3.47701002e-03 1.91973667e-03 3.54164917e-04 1.40797067e-04 2.51542822e+00
 5.64859140e-02 4.32028394e-03 2.25161955e-03 2.99389144e-04 1.19987604e-04 2.49516728e+00
 4.04964838e-02 5.59794125e-03 2.67056256e-03 2.47112448e-04 1.00039477e-04 2.47014934e+00
 2.71448893e-02 7.70210539e-03 3.18303819e-03 1.98361698e-04 8.14116693e-05 2.43652661e+00
 1.64668374e-02 1.15591802e-02 3.70079368e-03 1.55759668e-04 6.53393099e-05 2.38385848e+00
 8.49090191e-03 1.97637640e-02 3.74369216e-03 1.26239585e-04 5.60838596e-05 2.25090759e+00
 3.23849470e-03 7.18645783e-02 3.20329819e-03 6.74515577e-05 4.49384951e-05 1.50097500e+00
 7.23847302e-04 7.18645783e-02 1.19560733e-03 1.10406942e-04 7.35568163e-05 1.50097500e+00
 9.50369583e-04 2.48034831e-02 6.14693724e-03 9.18356344e-05 4.60892330e-05 1.99256157e+00
 3.91048970e-03 1.36744492e-02 7.86639648e-03 1.00419995e-04 4.28097493e-05 2.34572724e+00
 9.59261158e-03 8.18691940e-03 6.35816344e-03 1.33654300e-04 5.43443368e-05 2.45939703e+00
 1.79809959e-02 5.25179883e-03 4.51168069e-03 1.84084856e-04 7.26235518e-05 2.53478178e+00
 2.90522012e-02 3.66937979e-03 3.24181120e-03 2.43535993e-04 9.41501510e-05 2.58667660e+00
 4.27751880e-02 2.75685724e-03 2.43630171e-03 3.07838937e-04 1.17413142e-04 2.62184396e+00
 5.91114536e-02 2.18405834e-03 1.90926500e-03 3.75392414e-04 1.41713100e-04 2.64896056e+00
 7.80151956e-02 1.79393548e-03 1.54392432e-03 4.45571426e-04 1.66738436e-04 2.67227783e+00
 9.94334997e-02 1.50854686e-03 1.27531083e-03 5.18379591e-04 1.92382079e-04 2.69453160e+00
 1.23306549e-01 1.28682041e-03 1.06722066e-03 5.94300346e-04 2.18649140e-04 2.71805481e+00
 1.49567848e-01 1.10579823e-03 8.98836253e-04 6.74153723e-04 2.45605544e-04 2.74486362e+00
 1.78144468e-01 9.51912476e-04 7.57706918e-04 7.59049544e-04 2.73347332e-04 2.77686831e+00
 2.08957289e-01 8.16658361e-04 6.36036218e-04 8.50417190e-04 3.01981272e-04 2.81612559e+00
 2.41921260e-01 6.94269385e-04 5.28623367e-04 9.50117065e-04 3.31612258e-04 2.86514459e+00
 2.76945659e-01 5.80286300e-04 4.31605559e-04 1.06067199e-03 3.62335272e-04 2.92732194e+00
 3.13934352e-01 4.70372432e-04 3.41493894e-04 1.18571852e-03 3.94231003e-04 3.00767447e+00
 3.52786052e-01 3.58643915e-04 2.53980600e-04 1.33092433e-03 4.27364971e-04 3.11425694e+00
 3.93394585e-01 2.33487799e-04 1.61187419e-04 1.50602391e-03 4.61790658e-04 3.26126977e+00
 4.35649143e-01 6.03256152e-05 4.05756006e-05 1.72994947e-03 4.97557665e-04 3.47688236e+00
 4.79434545e-01 -3.67496151e-04 -2.40713943e-04 2.04636116e-03 5.34726669e-04 3.82692929e+00
 5.24631500e-01 -5.47788440e-04 -3.49251441e-04 7.74081935e-04 5.73394026e-04 1.35000000e+00
 5.71116865e-01 5.49629795e-03 3.40905202e-03 7.76203748e-04 5.87155679e-04 1.32197265e+00
 6.18763920e-01 4.83741712e-03 2.91671697e-03 1.01900948e-03 7.46545810e-04 1.36496578e+00
 6.67442644e-01 4.39309331e-03 2.57209956e-03 1.25961080e-03 9.01803236e-04 1.39676899e+00
 7.17020002e-01 4.07247918e-03 2.31125761e-03 1.50348624e-03 1.05842517e-03 1.42049366e+00
 7.67360254e-01 3.82389145e-03 2.09754558e-03 1.75773941e-03 1.22134650e-03 1.43918160e+00
 8.18325273e-01 3.61381784e-03 1.90657301e-03 2.03339820e-03 1.39688557e-03 1.45566555e+00
 8.69774888e-01 3.41559540e-03 1.71779507e-03 2.35096860e-03 1.59600642e-03 1.47303204e+00
 9.21567243e-01 3.19776494e-03 1.50522089e-03 2.75825422e-03 1.84353676e-03 1.49617533e+00
 9.73559187e-01 2.89213229e-03 1.20689860e-03 3.42382731e-03 2.22536432e-03 1.53854687e+00
