#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H       H*        P         m          K          tau         Di
   0.00000  1.00000  0.00126  0.88617  0.004906  0.002922  0.001572    1.6789    1.6625  0.00229  0.00435  0.00338
   0.00840  0.99168  0.00242  0.89905  0.004537  0.002763  0.001745    1.6421    1.6740  0.00223  0.00408  0.00336
   0.01982  0.98037  0.00398  0.91630  0.004104  0.002567  0.001983    1.5988    1.6884  0.00216  0.00376  0.00333
   0.03304  0.96727  0.00576  0.93287  0.003743  0.002392  0.002211    1.5648    1.7004  0.00208  0.00349  0.00330
   0.04772  0.95272  0.00771  0.94827  0.003444  0.002238  0.002424    1.5387    1.7101  0.00201  0.00327  0.00326
   0.06337  0.93720  0.00974  0.96207  0.003199  0.002106  0.002614    1.5192    1.7177  0.00195  0.00308  0.00322
   0.07959  0.92112  0.01182  0.97433  0.002996  0.001991  0.002784    1.5046    1.7237  0.00189  0.00292  0.00317
   0.09610  0.90474  0.01389  0.98522  0.002824  0.001891  0.002935    1.4934    1.7284  0.00184  0.00278  0.00313
   0.11275  0.88821  0.01594  0.99499  0.002676  0.001802  0.003072    1.4848    1.7322  0.00178  0.00266  0.00307
   0.12949  0.87160  0.01796  1.00387  0.002544  0.001721  0.003199    1.4779    1.7354  0.00173  0.00255  0.00302
   0.14626  0.85494  0.01994  1.01202  0.002425  0.001647  0.003317    1.4724    1.7380  0.00169  0.00245  0.00297
   0.16305  0.83827  0.02189  1.01960  0.002316  0.001578  0.003429    1.4677    1.7404  0.00164  0.00236  0.00291
   0.17984  0.82158  0.02381  1.02670  0.002214  0.001513  0.003538    1.4637    1.7424  0.00159  0.00227  0.00285
   0.19665  0.80488  0.02569  1.03342  0.002119  0.001451  0.003643    1.4603    1.7444  0.00155  0.00219  0.00279
   0.21346  0.78817  0.02753  1.03982  0.002028  0.001392  0.003748    1.4571    1.7461  0.00150  0.00211  0.00273
   0.23027  0.77146  0.02934  1.04595  0.001941  0.001335  0.003852    1.4543    1.7479  0.00146  0.00203  0.00267
   0.24707  0.75475  0.03111  1.05186  0.001857  0.001279  0.003958    1.4515    1.7496  0.00142  0.00195  0.00261
   0.26388  0.73803  0.03284  1.05758  0.001776  0.001226  0.004065    1.4489    1.7512  0.00137  0.00188  0.00254
   0.28068  0.72132  0.03453  1.06315  0.001697  0.001173  0.004174    1.4464    1.7529  0.00133  0.00180  0.00247
   0.29748  0.70460  0.03619  1.06858  0.001620  0.001122  0.004286    1.4440    1.7546  0.00128  0.00173  0.00240
   0.31427  0.68789  0.03781  1.07389  0.001544  0.001071  0.004402    1.4416    1.7563  0.00124  0.00166  0.00233
   0.33105  0.67118  0.03938  1.07909  0.001471  0.001022  0.004520    1.4395    1.7579  0.00119  0.00159  0.00226
   0.34783  0.65447  0.04092  1.08419  0.001399  0.000973  0.004639    1.4379    1.7595  0.00114  0.00152  0.00218
   0.36460  0.63777  0.04241  1.08918  0.001328  0.000924  0.004757    1.4371    1.7607  0.00110  0.00145  0.00210
   0.38135  0.62108  0.04387  1.09405  0.001261  0.000877  0.004868    1.4379    1.7615  0.00105  0.00138  0.00202
   0.39809  0.60440  0.04527  1.09878  0.001196  0.000830  0.004961    1.4415    1.7612  0.00100  0.00131  0.00194
   0.41482  0.58772  0.04663  1.10334  0.001137  0.000784  0.005015    1.4501    1.7590  0.00095  0.00125  0.00185
   0.43154  0.57106  0.04794  1.10768  0.001085  0.000739  0.004993    1.4682    1.7535  0.00091  0.00120  0.00176
   0.44823  0.55441  0.04920  1.11177  0.001048  0.000697  0.004825    1.5041    1.7419  0.00086  0.00117  0.00167
   0.46491  0.53778  0.05041  1.11573  0.001036  0.000657  0.004394    1.5758    1.7194  0.00082  0.00116  0.00157
   0.48157  0.52116  0.05156  1.12031  0.001070  0.000621  0.003541    1.7216    1.6786  0.00078  0.00120  0.00147
   0.49820  0.50456  0.05265  1.12839  0.001183  0.000586  0.002231    2.0189    1.6151  0.00075  0.00133  0.00136
   0.51481  0.48798  0.05368  1.14439  0.001385  0.000542  0.000955    2.5546    1.5475  0.00071  0.00158  0.00126
   0.53140  0.47143  0.05465  1.15882  0.001551  0.000506  0.000433    3.0625    1.5440  0.00068  0.00180  0.00122
   0.54796  0.45489  0.05555  1.16126  0.001575  0.000498  0.000359    3.1601    1.5402  0.00067  0.00183  0.00120
   0.56448  0.43839  0.05639  1.16503  0.001559  0.000488  0.000340    3.1943    1.5390  0.00066  0.00182  0.00119
   0.58098  0.42191  0.05714  1.16942  0.001523  0.000477  0.000349    3.1955    1.5390  0.00065  0.00178  0.00117
   0.59744  0.40546  0.05782  1.17422  0.001476  0.000464  0.000373    3.1787    1.5396  0.00064  0.00173  0.00116
   0.61386  0.38905  0.05842  1.17931  0.001424  0.000452  0.000409    3.1520    1.5405  0.00063  0.00168  0.00114
   0.63024  0.37268  0.05893  1.18463  0.001370  0.000439  0.000453    3.1200    1.5417  0.00062  0.00162  0.00113
   0.64657  0.35635  0.05935  1.19016  0.001314  0.000426  0.000504    3.0857    1.5430  0.00060  0.00156  0.00111
   0.66286  0.34007  0.05967  1.19586  0.001259  0.000413  0.000561    3.0509    1.5445  0.00059  0.00151  0.00109
   0.67910  0.32383  0.05989  1.20170  0.001205  0.000399  0.000623    3.0167    1.5461  0.00058  0.00145  0.00107
   0.69527  0.30766  0.06000  1.20767  0.001152  0.000386  0.000691    2.9837    1.5477  0.00056  0.00139  0.00105
   0.71139  0.29154  0.06000  1.21376  0.001100  0.000373  0.000763    2.9522    1.5493  0.00055  0.00134  0.00103
   0.72743  0.27550  0.05988  1.21995  0.001049  0.000359  0.000841    2.9223    1.5509  0.00053  0.00128  0.00101
   0.74340  0.25953  0.05963  1.22624  0.001000  0.000345  0.000924    2.8942    1.5525  0.00052  0.00123  0.00099
   0.75928  0.24366  0.05924  1.23261  0.000952  0.000332  0.001014    2.8677    1.5541  0.00050  0.00117  0.00097
   0.77506  0.22788  0.05871  1.23907  0.000904  0.000318  0.001110    2.8427    1.5557  0.00049  0.00112  0.00094
   0.79074  0.21222  0.05803  1.24560  0.000858  0.000304  0.001214    2.8193    1.5572  0.00047  0.00107  0.00092
   0.80628  0.19670  0.05718  1.25222  0.000812  0.000290  0.001328    2.7973    1.5587  0.00046  0.00102  0.00089
   0.82167  0.18135  0.05616  1.25890  0.000767  0.000276  0.001452    2.7765    1.5601  0.00044  0.00097  0.00086
   0.83688  0.16619  0.05497  1.26565  0.000723  0.000262  0.001589    2.7569    1.5616  0.00042  0.00092  0.00083
   0.85186  0.15127  0.05358  1.27246  0.000679  0.000248  0.001742    2.7384    1.5629  0.00040  0.00086  0.00080
   0.86655  0.13666  0.05200  1.27931  0.000636  0.000234  0.001913    2.7208    1.5643  0.00038  0.00081  0.00077
   0.88087  0.12246  0.05022  1.28616  0.000593  0.000219  0.002106    2.7038    1.5656  0.00036  0.00076  0.00073
   0.89470  0.10877  0.04824  1.29296  0.000550  0.000205  0.002327    2.6875    1.5670  0.00034  0.00071  0.00069
   0.90789  0.09575  0.04609  1.29961  0.000509  0.000190  0.002580    2.6714    1.5683  0.00032  0.00066  0.00066
   0.92028  0.08358  0.04381  1.30596  0.000468  0.000176  0.002871    2.6555    1.5697  0.00030  0.00061  0.00062
   0.93169  0.07242  0.04142  1.31184  0.000429  0.000163  0.003206    2.6394    1.5711  0.00028  0.00056  0.00058
   0.94200  0.06239  0.03900  1.31704  0.000393  0.000150  0.003588    2.6229    1.5726  0.00026  0.00052  0.00054
   0.95118  0.05354  0.03659  1.32134  0.000358  0.000138  0.004022    2.6060    1.5741  0.00024  0.00047  0.00050
   0.95926  0.04581  0.03424  1.32454  0.000327  0.000126  0.004512    2.5884    1.5758  0.00022  0.00043  0.00046
   0.96635  0.03910  0.03196  1.32641  0.000298  0.000116  0.005064    2.5701    1.5776  0.00020  0.00039  0.00043
   0.97255  0.03329  0.02976  1.32673  0.000271  0.000106  0.005683    2.5510    1.5795  0.00019  0.00036  0.00039
   0.97802  0.02826  0.02764  1.32522  0.000247  0.000097  0.006378    2.5311    1.5815  0.00017  0.00033  0.00036
   0.98286  0.02387  0.02560  1.32149  0.000224  0.000089  0.007158    2.5103    1.5837  0.00016  0.00030  0.00033
   0.98718  0.02003  0.02361  1.31505  0.000203  0.000082  0.008034    2.4886    1.5861  0.00014  0.00027  0.00029
   0.99107  0.01666  0.02167  1.30521  0.000184  0.000075  0.009014    2.4660    1.5887  0.00013  0.00024  0.00026
   0.99460  0.01369  0.01977  1.29105  0.000166  0.000068  0.010106    2.4426    1.5914  0.00011  0.00021  0.00023
   0.99781  0.01108  0.01789  1.27134  0.000150  0.000062  0.011307    2.4183    1.5944  0.00010  0.00019  0.00020
   1.00078  0.00879  0.01602  1.24446  0.000135  0.000057  0.012601    2.3934    1.5975  0.00009  0.00017  0.00017
   1.00352  0.00678  0.01415  1.20832  0.000122  0.000051  0.013946    2.3680    1.6008  0.00008  0.00015  0.00015
   1.00607  0.00505  0.01227  1.16036  0.000110  0.000047  0.015253    2.3426    1.6042  0.00006  0.00013  0.00012
   1.00847  0.00358  0.01038  1.09765  0.000099  0.000043  0.016368    2.3179    1.6077  0.00005  0.00011  0.00009
   1.01072  0.00236  0.00848  1.01726  0.000090  0.000039  0.017086    2.2938    1.6112  0.00004  0.00009  0.00007
   1.01286  0.00140  0.00657  0.91725  0.000083  0.000036  0.017075    2.2738    1.6142  0.00003  0.00008  0.00005
   1.01490  0.00070  0.00466  0.79750  0.000077  0.000034  0.016227    2.2530    1.6173  0.00002  0.00006  0.00003
   1.01685  0.00024  0.00276  0.66139  0.000074  0.000033  0.014197    2.2442    1.6187  0.00001  0.00005  0.00002
